Video ID,Shawn Seconds,Total Seconds
7002788353783434497,0,12.6
7002789394994236674,0,14.2
7003183961660771586,0,10.466666666666667
7003188807923223809,0,9.933333333333334
7003189629818014977,0,7.6
7014796375292382465,0,62.68
7014865683179654401,0,21.96
7015011548942912769,0,77.88
7015023118641040641,0,21.16
7015034600481197314,0,27.44
7015094813859040514,0,88.64
7015176894832250113,0,40.76
7015181047222619394,0,41.36
7015184179558108418,0,38.56
7015194610750311682,0,54.36
7015212083142790402,0,55.72
7015212615551012097,0,41.56
7015352292832480513,0,36.08
7015383686572985601,0,28.6
7015384260437658882,0,27.56
7015393776617164033,0,17.16
7015394428995030274,0,20.96
7015575538836245761,0,30.4
7015576155273104642,0,16.2
7015577115491929345,0,18.4
7015577871620132098,0,44.12
7015578449637084417,0,29.0
7015579431087394049,0,27.08
7015774544128527617,0,34.4
7015774928595176705,0,25.12
7015776494001622274,0,50.88
7015776959003184385,0,14.6
7015995662361840898,0,46.8
7015996235521821953,0,42.76
7015996763433618690,0,55.32
7015997421855460610,0,19.0
7015998473984036097,0,44.44
7016137112030285057,0,31.24
7016138983998622978,0,44.32
7016139609197366529,0,34.68
7016141745314385154,0,25.16
7016358405312875778,0,29.64
7016358904632200449,0,15.68
7016359494389124353,0,32.16
7016505592982424834,0,24.8
7016513025016335617,0,13.8
7017335161574460674,0,66.32
7017435548226784513,0,33.8
7017436516418931969,0,38.12
7018205815169486082,0,26.88
7018206607687372033,0,18.4
7018207400918306050,0,27.4
7018208293898259713,0,76.16
7018580852770721026,0,36.52
7018735456141577474,0,40.24
7018740804298542338,0,61.56
7019297236865600770,0,43.96
7019463780040035585,0,36.68
7019492354180631809,0,32.48
7020926938927713537,0,57.86666666666667
7021114732010638594,0,81.56
7026889093464345858,0,102.8
7027272501155630337,0,82.8
7027684159032151297,0,21.733333333333334
7027684909640617218,0,14.933333333333334
7028510174851779842,0,62.2
7028954469261987073,0,51.266666666666666
7029283305904147714,0,32.766666666666666
7030077761142164737,0,31.133333333333333
7030760877926173953,0,34.13333333333333
7031128772828990721,0,17.875
7031538437203217665,0,32.96
7031539370452602114,0,30.28
7031898119134579969,0,33.375
7032501848669981953,0,49.291666666666664
7033397102013123841,0,50.6
7033745325282069761,0,29.88
7033768181311245570,0,26.416666666666668
7034088930341424386,0,30.508474576271187
7034482513900850434,0,60.208333333333336
7034850163353046273,0,34.54237288135593
7034854919077137665,0,88.64
7035084949413711106,0,39.875
7035397564623097090,0,59.125
7035926841101798658,0,74.4
7036355939108277505,0,14.0
7037482013250604290,0,10.666666666666666
7037500273039920386,0,57.44
7037744517667196161,0,46.88021354688021
7038879379627298049,0,25.75
7039667275762289922,0,10.208333333333334
7040439461376773377,0,26.933333333333334
7041333379215789314,0,23.64
7042297088675286273,0,46.208333333333336
7042992526122355969,0,22.416666666666668
7043989440187993346,0,16.791666666666668
7044893755039632641,0,28.416666666666668
7046334686733405442,0,14.916666666666666
7046719563194453250,0,21.666666666666668
7049157211616038145,0,71.46666666666667
7049514323672141057,0,25.791666666666668
7049514877039217922,0,46.541666666666664
7050095396428827906,0,53.03333333333333
7050255338880126210,0,43.7
7050635762911546626,0,35.666666666666664
7050988481501285633,0,29.166666666666668
7051432403251858689,0,71.23333333333333
7051918569847721217,0,22.25
7052343617905626370,0,53.833333333333336
7052682156325227777,0,36.541666666666664
7054476060309622018,0,66.66666666666667
7054863838608493825,0,22.333333333333332
7056198253859147009,0,15.666666666666666
7057789369599544578,0,51.125
7058214074722602241,0,31.291666666666668
7059327169515883778,0,27.541666666666668
7060846287264025858,0,28.291666666666668
7062287727441530113,0,28.916666666666668
7063450185090813186,0,22.166666666666668
7064860516086271234,0,31.133333333333333
7066774387147459842,0,14.9
7068281199214480642,0,62.0
7070065124018556162,0,33.0
7070463036263386370,0,59.9
7072301021170535681,0,22.433333333333334
7073437477893180673,0,21.133333333333333
7078228532630981889,0,13.4
7080458712321641730,0,23.433333333333334
7080670591157619970,0,17.3
7081053449869085954,0,21.733333333333334
7081574854381686018,0,37.266666666666666
7083056780397251842,0,51.06666666666667
7083093695360224513,0,60.0
7083409775609908481,0,12.7
7084018720057593090,0,55.4
7084443341164678401,0,52.06666666666667
7084788698516098305,0,21.6
7085258475890117889,0,18.4
7087900160126094593,0,20.1
7088295688945143041,0,20.1
7088873489028943105,0,20.5
7089714260397296898,0,16.6
7090425742361627905,5,55.1
7091194001440705793,0,15.866666666666667
7091601817703959809,0,26.566666666666666
7093317624485924098,0,18.466666666666665
7094066984224066818,0,42.53333333333333
7094891910166220034,0,19.266666666666666
7095187185229384962,0,32.36666666666667
7096017156298640641,0,15.0
7097032516904766722,0,32.166666666666664
7097587990955969793,0,28.733333333333334
7097744630694808834,0,19.933333333333334
7098141039239712001,0,23.6
7098142108883717378,0,22.366666666666667
7098142956774788353,0,7.5
7098230783516708097,0,20.133333333333333
7098353525935164673,0,12.366666666666667
7098354215373786369,0,31.8
7098529537809566977,0,41.36
7098903978515107073,0,9.9
7098996137348189441,0,20.7
7099026212877536513,0,50.3
7099108215618637057,0,28.9
7099286623392681218,0,30.2
7099374433214762242,0,34.666666666666664
7099762211903606017,0,21.4
7099811946823765249,0,38.06666666666667
7099832401781640449,0,14.333333333333334
7100214106375900418,0,24.4
7100973989387865345,0,19.4
7101120153655446785,0,14.666666666666666
7101498667890265345,0,22.7
7107243330638990594,0,18.233333333333334
7130097154953153794,0,12.5
7131537940408208642,0,15.6
7133456744327433473,0,19.766666666666666
7141338957878463745,2,21.0
7141703033611717889,0,25.433333333333334
7142730820111830273,0,27.3
7142827764406586626,0,11.1
7142833363575950594,0,13.033333333333333
7142834006751530241,0,19.4
7143765169590652162,1,22.133333333333333
7147983397762108673,28,74.1
7148295735308553474,0,18.766666666666666
7148297520601419010,0,41.53333333333333
7148298329976229122,0,43.8
7148299384545955074,14,29.766666666666666
7148391187597102337,0,6.9
7149786557254307074,0,46.96666666666667
7155153235165056258,0,12.266666666666667
7155153674803727618,0,12.266666666666667
7155154100856900865,0,12.266666666666667
7155469925509762306,0,9.133333333333333
7156475302858788097,0,24.266666666666666
7156477803746036993,0,39.63333333333333
7156816036833135874,1,57.13333333333333
7156888684627774722,3,31.466666666666665
7158023719695305985,6,36.63333333333333
7159453954143702273,14,13.133333333333333
7159457315337391361,0,10.266666666666667
7159458472122174721,0,18.066666666666666
7159460048056454401,0,12.533333333333333
7159460936703659266,0,20.366666666666667
7159925727721196801,0,18.6
7161002845410561281,0,23.866666666666667
7161269647881342209,0,14.866666666666667
7161676700235975937,5,16.208333333333332
7165833277339700482,0,15.458333333333334
7166145511202852098,3,15.291666666666666
7166188821254540545,0,15.458333333333334
7169509838161071362,1,25.541666666666668
7173595817289239810,0,18.083333333333332
7173598292910017794,0,15.916666666666666
7173968702348610817,0,18.166666666666668
7173969953832307970,0,12.958333333333334
7173971088731393281,0,12.958333333333334
7174347687368625410,0,11.666666666666666
7174349937629547778,0,10.916666666666666
7174350444129504513,0,12.958333333333334
7174628639139466497,0,12.0
7174654973731556610,0,12.0
7174711226977586433,0,12.708333333333334
7175002192062008578,0,12.708333333333334
7175095366973541633,0,15.916666666666666
7175145165194022145,0,31.0
7177332546995326209,0,19.083333333333332
7177333114237209857,0,17.25
7177333538893696257,0,16.041666666666668
7177333830083169538,0,19.083333333333332
7177334199152561410,0,21.291666666666668
7177335041473776898,0,18.0
7187026799149272321,0,16.458333333333332
7187038807231843585,0,16.041666666666668
7187039567512407298,0,16.041666666666668
7187199370608053506,0,16.041666666666668
7187199471984397569,0,16.041666666666668
7187199824343665921,0,16.125
7189448359256673537,0,17.416666666666668
7189449738373139714,0,10.75
7189450505100332290,0,20.0
7189815988316015873,0,20.083333333333332
7189816688395717889,0,17.416666666666668
7189817319294602497,0,11.375
7190596911848525057,0,17.416666666666668
7190597471419059457,0,23.5
7190648733653110018,0,18.958333333333332
7191048069679566082,4,40.541666666666664
7191048657343499522,0,52.75
7196214999684058370,0,17.5
7196277027140406529,4,26.666666666666668
7201190563683618050,0,82.91666666666667
7201191847509740802,0,72.625
7201192471752133890,0,48.5
7201399254429043970,0,23.875
7201401678686407938,0,15.041666666666666
7201403718405803265,0,27.666666666666668
7202489611128491265,0,9.233333333333333
7202490303096409345,0,15.1
7203001918157753606,2,13.333333333333334
7203262519572466949,1,40.7
7203514031196359941,1,49.3
7203885239423323394,0,25.333333333333332
7203963702637317378,2,42.0
7204248636753038594,0,23.833333333333332
7204684645579934978,0,52.233333333333334
7204856731111836930,4,45.041666666666664
7205033908348439810,0,21.4
7206320180543196417,0,49.666666666666664
7208188919282732289,24,61.625
7210391508132973826,0,17.566666666666666
7210392113282813185,0,20.533333333333335
7210392213061111042,0,12.266666666666667
7210392666918489346,0,22.033333333333335
7210392749869108482,14,36.1
7210393672888651010,0,16.5
7210393704878591233,0,20.366666666666667
7210393884797472001,0,12.333333333333334
7210393894477942017,0,13.633333333333333
7210421145839865089,2,18.033333333333335
7291305409409731847,2,25.1
7304128036763454738,12,61.3
7304439956091555079,0,24.566666666666666
7305182109621095688,0,24.866666666666667
7305597242143001864,2,33.333333333333336
7306031582031203591,0,52.4
7306307776857263367,0,20.333333333333332
7309435811395603719,0,20.033333333333335
7316794491564723474,0,176.7
7317200881672310024,0,195.16666666666666
7318551264571165970,0,189.53333333333333
7319648061645393160,0,104.46666666666667
7328310726412602626,0,54.46666666666667
7328311254072757505,0,111.03333333333333
7328316502317321474,0,28.233333333333334
7329708586005794055,22,78.9
7330048203062103303,27,109.33333333333333
7330154904553590023,17,101.5
7330896197084777736,0,51.833333333333336
7331258705482239240,0,32.13333333333333
7338441045715258642,96,173.03333333333333
7339800242264558855,6,192.6
7341300763496385799,0,54.9
7365734322214620423,0,102.3
7366618007398911250,0,96.33333333333333
7366872740998958343,0,61.833333333333336
7367152803703229714,0,104.23333333333333
7367963716974841106,2,81.46666666666667
7368031574178286855,2,129.26666666666668
7368326816966167815,4,75.4
7368705355599072530,0,48.0
7369081164159569170,2,73.06666666666666
7369449621417970951,1,60.166666666666664
7369812551099632904,1,19.9
7370273216553700626,1,27.7
7371032204476042503,0,36.233333333333334
7371301475047329032,2,27.3
7371653025846349074,27,62.3
7372098649326636306,3,56.13333333333333
7372413130183314696,1,87.4
7372466027113794823,2,68.93333333333334
7372726354099309832,5,50.56666666666667
7373139888423587090,0,10.533333333333333
7373529463235022087,0,14.033333333333333
7373907392284642567,0,17.533333333333335
7374272951681600786,0,9.266666666666667
7374598412810915079,0,10.6
7375013583639366920,0,49.06666666666667
7375326301042904338,0,10.633333333333333
7375761669374397703,0,84.9
7376128672220155154,0,17.433333333333334
7376501331453906194,6,111.63333333333334
7376798205268200722,1,11.4
7377292918182137096,0,83.0
7377614223679048978,0,30.8
7378745248480070920,0,86.3
7379098424739777800,0,28.633333333333333
7379462164207127826,0,44.96666666666667
7379815073314819335,1,22.566666666666666
7379948911575715079,0,24.5
7380204057333402898,2,79.06666666666666
7380646123830136082,18,277.0
7381102153315749138,3,76.1
7381291984780152082,3,89.16666666666667
7381755979660119314,0,19.233333333333334
7382063529609792776,0,49.4
7382769408814353671,0,66.2
7383158745724964114,0,54.03333333333334
7383502975563468039,0,68.5
7383930303481384210,0,72.5
7384124178527522055,0,85.63333333333334
7385067410295901458,0,22.666666666666668
7386890517058981138,3,149.3
7386983965166456071,0,95.63333333333334
7387745924467920135,0,66.66666666666667
7387936571661618439,0,51.6
7388513340202667272,0,78.6
7389307364605709576,0,45.3
7391042367375019271,0,79.86666666666666
7391296268007509255,0,75.2
7392030016244075783,0,119.96666666666667
7393640004238511378,1,16.533333333333335
7395241151915199751,3,41.03333333333333
7395951013913496850,0,20.766666666666666
7396299894266367239,0,9.066666666666666
7396690112400149778,3,55.233333333333334
7398097291506126085,4,86.03333333333333
7398162489315265810,0,60.4
7398769787419020562,0,115.0
7398812045971377415,0,18.5
7399087623559548168,0,12.8
7399507923925306642,0,10.833333333333334
7399627436884839687,0,11.8
7400023355547602184,0,14.033333333333333
7400240222455287047,0,40.93333333333333
7400622969820613896,0,12.833333333333334
7400934066125573383,1,11.266666666666667
7401319797587266824,2,11.4
7401433371362037000,0,25.533333333333335
7401501128027901191,0,18.533333333333335
7401745230317309192,0,16.2
7402088787507023122,0,61.7
7402279115220421896,3,57.266666666666666
7402564216185539848,0,49.8
7402839306651421960,0,58.53333333333333
7403216278124530952,6,52.6
7403347322647612690,5,67.3
7403586584643144967,1,58.93333333333333
7403695675776716039,1,43.666666666666664
7403764320053644552,0,17.166666666666668
7403972690916281608,0,45.233333333333334
7404051745141296391,0,58.166666666666664
7404312649925676295,1,10.133333333333333
7405055123606621448,0,43.86666666666667
7405438199742369032,1,59.666666666666664
7406189719991700754,6,60.03333333333333
7406275791937359112,2,54.4
7406509022888611090,1,59.03333333333333
7406644912306916616,0,54.63333333333333
7406953323326213383,1,44.13333333333333
7407012207810088210,8,36.333333333333336
7407276366904708359,1,13.1
7407670424164764936,3,89.03333333333333
7407970333111717127,1,42.233333333333334
7408240412097400072,1,21.833333333333332
7408412265449278738,2,59.4
7408890250082258194,2,58.56666666666667
7409628437041696018,5,59.9
7410413132083907848,0,11.6
7410635678590979336,0,33.6
7410719862370143495,0,89.4
7410993554216013072,1,49.06666666666667
7411008335723498770,1,6.4
7412583089446063367,3,53.4
7413040734716185874,5,42.96666666666667
7414733173981990151,3,20.266666666666666
7414851308856823058,13,36.733333333333334
7416760497334193415,0,55.233333333333334
7416936029925510408,3,53.166666666666664
7417839298042416391,0,33.9
7419510622007594248,0,35.13333333333333
7421396123920747783,0,56.166666666666664
7421563220856556807,0,59.833333333333336
7421766132505382152,0,41.9
7423053075172183304,2,18.633333333333333
7423256449079430418,0,37.7
7424172266843393298,5,57.0
7426947528546880776,5,58.56666666666667
7427343122675338514,0,28.7
7428631517120826642,5,76.43333333333334
7428999461143055623,2,33.06666666666667
7429863012418473234,0,31.766666666666666
7430063487776328978,2,48.266666666666666
7431768009942830343,3,60.0
7433412832722504978,2,47.46666666666667
7433594967630581010,1,35.7
7433713560892476680,0,21.566666666666666
7433723377740696850,0,53.8
7434531791576354056,1,58.5
7436036323506507016,0,12.066666666666666
7437155810477706514,0,20.3
7437528032539151634,1,19.0
7437740617263861010,0,13.866666666666667
7438934073625578759,1,73.66666666666667
7439303737031838994,0,55.03333333333333
7439341604202220818,0,90.03333333333333
7439506369792707847,0,29.9
7439676500418366728,0,115.93333333333334
7440414553017421074,0,53.86666666666667
7441014358005632263,3,102.66666666666667
7441057810583948551,6,57.166666666666664
7441251751400852754,4,45.733333333333334
7442541499218234632,1,37.63333333333333
7442720575501520136,0,30.466666666666665
7442934306453949704,0,16.666666666666668
7444859378936696071,3,51.833333333333336
7445230346196634887,3,16.449783116449783
7445265525883637010,2,25.966666666666665
7445331228586298642,4,9.933333333333334
7446350667989519634,2,38.8
7447095066537069842,0,58.96666666666667
7447848381948448018,1,17.6
7448811316812188946,2,12.066666666666666
7448935053595364615,5,27.166666666666668
7449670959335755016,4,56.4
7452666442677292296,10,90.43333333333334
7454213239782640903,36,70.33333333333333
7456648796458470664,0,43.63333333333333
7456839374349683986,0,10.566666666666666
7457044558090669330,2,26.733333333333334
7457763767019949330,9,35.43333333333333
7459394196860931336,0,23.766666666666666
7459744708026322184,0,16.6
7460087956921961746,0,35.166666666666664
7460172445622783250,1,48.43333333333333
7468916670417882386,0,30.666666666666668
7470011651572485383,0,57.666666666666664
7470384015841742098,0,73.76666666666667
7472242250739715336,1,29.433333333333334
7472257694632660242,2,23.5
7472790492942454023,2,44.733333333333334
7473534932359466248,5,43.93333333333333
7473884679008144658,1,45.0
