Video ID,Dominant Emotion,Emotion Confidence
7002788353783434497,sadness,0.9916713237762451
7002789394994236674,anger,0.2915484607219696
7003183961660771586,anger,0.2915484607219696
7003188807923223809,anger,0.2915484607219696
7003189629818014977,joy,0.9988592863082886
7014796375292382465,joy,0.9980617165565491
7014865683179654401,joy,0.9617164134979248
7015011548942912769,joy,0.5524376034736633
7015023118641040641,joy,0.998596727848053
7015034600481197314,fear,0.9842903017997742
7015094813859040514,anger,0.6752831339836121
7015176894832250113,joy,0.9978976249694824
7015181047222619394,joy,0.9982510209083557
7015184179558108418,joy,0.9983493089675903
7015194610750311682,joy,0.9311398267745972
7015212083142790402,joy,0.9988946318626404
7015212615551012097,joy,0.9984608888626099
7015352292832480513,joy,0.9976709485054016
7015383686572985601,joy,0.998127281665802
7015384260437658882,joy,0.984808087348938
7015393776617164033,sadness,0.9930644631385803
7015394428995030274,joy,0.5132166743278503
7015575538836245761,joy,0.9453262686729431
7015576155273104642,joy,0.8541145324707031
7015577115491929345,joy,0.9974544644355774
7015577871620132098,joy,0.9981628060340881
7015578449637084417,joy,0.9955154061317444
7015579431087394049,joy,0.9916440844535828
7015774544128527617,joy,0.9954500794410706
7015774928595176705,joy,0.7304503321647644
7015776494001622274,anger,0.9627371430397034
7015776959003184385,sadness,0.5450117588043213
7015995662361840898,joy,0.9966654181480408
7015996235521821953,joy,0.9712247252464294
7015996763433618690,joy,0.8154354691505432
7015997421855460610,joy,0.9970491528511047
7015998473984036097,joy,0.9373729825019836
7016137112030285057,joy,0.9972705245018005
7016138983998622978,joy,0.9987667798995972
7016139609197366529,joy,0.9990959167480469
7016141745314385154,joy,0.9871633052825928
7016358405312875778,joy,0.8405406475067139
7016358904632200449,anger,0.4039488434791565
7016359494389124353,joy,0.9981656670570374
7016505592982424834,joy,0.9970566034317017
7016513025016335617,anger,0.5719233155250549
7017335161574460674,joy,0.5684457421302795
7017435548226784513,joy,0.9983201622962952
7017436516418931969,joy,0.661902904510498
7018205815169486082,love,0.9331093430519104
7018206607687372033,joy,0.7924172878265381
7018207400918306050,joy,0.9393121600151062
7018208293898259713,joy,0.5420733690261841
7018580852770721026,joy,0.9104905724525452
7018735456141577474,joy,0.9736526012420654
7018740804298542338,sadness,0.9835748672485352
7019297236865600770,love,0.9584168791770935
7019463780040035585,joy,0.9949666857719421
7019492354180631809,joy,0.6250673532485962
7020926938927713537,sadness,0.9977980852127075
7021114732010638594,fear,0.9306743144989014
7026889093464345858,sadness,0.5321813821792603
7027272501155630337,fear,0.9952577948570251
7027684159032151297,joy,0.9897984266281128
7027684909640617218,joy,0.9836193919181824
7028510174851779842,joy,0.9979223608970642
7028954469261987073,anger,0.7106888890266418
7029283305904147714,joy,0.9974404573440552
7030077761142164737,anger,0.5306349396705627
7030760877926173953,joy,0.9987753033638
7031128772828990721,fear,0.9940588474273682
7031538437203217665,joy,0.9954630732536316
7031539370452602114,joy,0.9210164546966553
7031898119134579969,joy,0.6932159066200256
7032501848669981953,sadness,0.9975411891937256
7033397102013123841,joy,0.8863507509231567
7033745325282069761,joy,0.968128502368927
7033768181311245570,anger,0.4856758713722229
7034088930341424386,joy,0.9946267008781433
7034482513900850434,joy,0.960722029209137
7034850163353046273,joy,0.9967929720878601
7034854919077137665,joy,0.8623797297477722
7035084949413711106,fear,0.5220374464988708
7035397564623097090,joy,0.8945186734199524
7035926841101798658,joy,0.8981859087944031
7036355939108277505,sadness,0.6824333667755127
7037482013250604290,joy,0.4970695376396179
7037500273039920386,joy,0.9989174604415894
7037744517667196161,fear,0.6863232851028442
7038879379627298049,sadness,0.6217924952507019
7039667275762289922,joy,0.608830988407135
7040439461376773377,sadness,0.9983433485031128
7041333379215789314,joy,0.9910402894020081
7042297088675286273,joy,0.9988755583763123
7042992526122355969,sadness,0.9975724816322327
7043989440187993346,joy,0.9712600708007812
7044893755039632641,sadness,0.8337655663490295
7046334686733405442,joy,0.9263805150985718
7046719563194453250,joy,0.9975994229316711
7049157211616038145,sadness,0.9885138869285583
7049514323672141057,sadness,0.6217924952507019
7049514877039217922,joy,0.9976043105125427
7050095396428827906,sadness,0.9973104000091553
7050255338880126210,anger,0.6695610284805298
7050635762911546626,anger,0.9880716800689697
7050988481501285633,joy,0.9972372055053711
7051432403251858689,joy,0.9966927766799927
7051918569847721217,joy,0.9976255297660828
7052343617905626370,joy,0.9054008722305298
7052682156325227777,joy,0.9969766139984131
7054476060309622018,joy,0.3998083770275116
7054863838608493825,joy,0.9965845346450806
7056198253859147009,sadness,0.9111807346343994
7057789369599544578,anger,0.9952781200408936
7058214074722602241,joy,0.9979222416877747
7059327169515883778,joy,0.8734363913536072
7060846287264025858,joy,0.9597067832946777
7062287727441530113,joy,0.7882893681526184
7063450185090813186,joy,0.9914981722831726
7064860516086271234,joy,0.6859366297721863
7066774387147459842,joy,0.6889836192131042
7068281199214480642,joy,0.9981978535652161
7070065124018556162,joy,0.580600917339325
7070463036263386370,joy,0.9813111424446106
7072301021170535681,joy,0.9528786540031433
7073437477893180673,joy,0.9954404830932617
7078228532630981889,joy,0.9936085939407349
7080458712321641730,anger,0.9065332412719727
7080670591157619970,joy,0.9971990585327148
7081053449869085954,joy,0.998618483543396
7081574854381686018,joy,0.9962384700775146
7083056780397251842,joy,0.9770142436027527
7083093695360224513,joy,0.8610363602638245
7083409775609908481,joy,0.9982889294624329
7084018720057593090,sadness,0.9355449676513672
7084443341164678401,sadness,0.9547919034957886
7084788698516098305,sadness,0.48443862795829773
7085258475890117889,sadness,0.9548630118370056
7087900160126094593,joy,0.9457733631134033
7088295688945143041,joy,0.995805025100708
7088873489028943105,joy,0.9978997707366943
7089714260397296898,sadness,0.9704026579856873
7090425742361627905,joy,0.9833143949508667
7091194001440705793,anger,0.8782542943954468
7091601817703959809,joy,0.9984588623046875
7093317624485924098,joy,0.9890934228897095
7094066984224066818,joy,0.9717947244644165
7094891910166220034,anger,0.31727147102355957
7095187185229384962,anger,0.6439679265022278
7096017156298640641,joy,0.8235793113708496
7097032516904766722,love,0.8635295033454895
7097587990955969793,sadness,0.9207693338394165
7097744630694808834,joy,0.9970778226852417
7098141039239712001,sadness,0.9982178807258606
7098142108883717378,joy,0.9898194670677185
7098142956774788353,joy,0.8822753429412842
7098230783516708097,joy,0.9922898411750793
7098353525935164673,love,0.9923298954963684
7098354215373786369,sadness,0.6882601380348206
7098529537809566977,joy,0.9982019662857056
7098903978515107073,joy,0.9959884285926819
7098996137348189441,joy,0.997653067111969
7099026212877536513,joy,0.9288848042488098
7099108215618637057,joy,0.8909395337104797
7099286623392681218,joy,0.9966062307357788
7099374433214762242,joy,0.990001916885376
7099762211903606017,joy,0.9948487877845764
7099811946823765249,joy,0.9885590076446533
7099832401781640449,joy,0.9986162185668945
7100214106375900418,joy,0.9882552623748779
7100973989387865345,joy,0.9000556468963623
7101120153655446785,fear,0.6045039892196655
7101498667890265345,joy,0.996364176273346
7107243330638990594,joy,0.46009573340415955
7130097154953153794,anger,0.7364546060562134
7131537940408208642,joy,0.9983903169631958
7133456744327433473,joy,0.9809525609016418
7141338957878463745,joy,0.9984323382377625
7141703033611717889,joy,0.997128427028656
7142730820111830273,joy,0.9729204773902893
7142827764406586626,sadness,0.7727029323577881
7142833363575950594,sadness,0.5755246877670288
7142834006751530241,joy,0.9921924471855164
7143765169590652162,joy,0.9356127977371216
7147983397762108673,sadness,0.965314507484436
7148295735308553474,anger,0.47299158573150635
7148297520601419010,joy,0.996788740158081
7148298329976229122,joy,0.9927331209182739
7148299384545955074,joy,0.9954180717468262
7148391187597102337,anger,0.2915484607219696
7149786557254307074,joy,0.7238029837608337
7155153235165056258,anger,0.2915484607219696
7155153674803727618,anger,0.2915484607219696
7155154100856900865,anger,0.2915484607219696
7155469925509762306,sadness,0.4093792736530304
7156475302858788097,fear,0.8274973034858704
7156477803746036993,joy,0.9893215894699097
7156816036833135874,joy,0.9977017045021057
7156888684627774722,joy,0.9973137974739075
7158023719695305985,joy,0.9880449175834656
7159453954143702273,joy,0.9896849393844604
7159457315337391361,joy,0.6256265044212341
7159458472122174721,joy,0.5566840171813965
7159460048056454401,joy,0.5196912288665771
7159460936703659266,joy,0.9937082529067993
7159925727721196801,joy,0.9973338842391968
7161002845410561281,joy,0.99885094165802
7161269647881342209,joy,0.9706089496612549
7161676700235975937,joy,0.48191070556640625
7165833277339700482,joy,0.9980518817901611
7166145511202852098,joy,0.9985427856445312
7166188821254540545,joy,0.9613000750541687
7169509838161071362,joy,0.996971845626831
7173595817289239810,joy,0.9621772766113281
7173598292910017794,joy,0.4933634400367737
7173968702348610817,joy,0.4672584533691406
7173969953832307970,joy,0.6834806203842163
7173971088731393281,joy,0.6834806203842163
7174347687368625410,joy,0.7712455987930298
7174349937629547778,joy,0.40994665026664734
7174350444129504513,joy,0.6834806203842163
7174628639139466497,joy,0.9795852899551392
7174654973731556610,sadness,0.8470594882965088
7174711226977586433,joy,0.5351026058197021
7175002192062008578,joy,0.5351026058197021
7175095366973541633,joy,0.4933634400367737
7175145165194022145,joy,0.9980161190032959
7177332546995326209,love,0.9921167492866516
7177333114237209857,joy,0.9970045685768127
7177333538893696257,joy,0.9937024116516113
7177333830083169538,joy,0.9818549156188965
7177334199152561410,joy,0.9951550960540771
7177335041473776898,joy,0.9976785778999329
7187026799149272321,anger,0.7324249744415283
7187038807231843585,anger,0.682799220085144
7187039567512407298,anger,0.682799220085144
7187199370608053506,anger,0.682799220085144
7187199471984397569,anger,0.682799220085144
7187199824343665921,anger,0.7324249744415283
7189448359256673537,anger,0.2915484607219696
7189449738373139714,love,0.706885576248169
7189450505100332290,anger,0.2915484607219696
7189815988316015873,joy,0.6847269535064697
7189816688395717889,anger,0.2915484607219696
7189817319294602497,anger,0.2915484607219696
7190596911848525057,joy,0.9795548319816589
7190597471419059457,joy,0.4386192560195923
7190648733653110018,joy,0.44955965876579285
7191048069679566082,joy,0.9988465309143066
7191048657343499522,joy,0.9947645664215088
7196214999684058370,joy,0.9812231063842773
7196277027140406529,joy,0.9981166124343872
7201190563683618050,joy,0.9533095955848694
7201191847509740802,joy,0.9973449110984802
7201192471752133890,joy,0.995148241519928
7201399254429043970,fear,0.6304364204406738
7201401678686407938,anger,0.3206901550292969
7201403718405803265,joy,0.9398641586303711
7202489611128491265,joy,0.948688805103302
7202490303096409345,anger,0.9693331122398376
7203001918157753606,surprise,0.9890924692153931
7203262519572466949,joy,0.9830588102340698
7203514031196359941,joy,0.8943074941635132
7203885239423323394,fear,0.6336644291877747
7203963702637317378,joy,0.9198436737060547
7204248636753038594,joy,0.9963724613189697
7204684645579934978,joy,0.9954003691673279
7204856731111836930,joy,0.9826976656913757
7205033908348439810,joy,0.998863935470581
7206320180543196417,joy,0.9948663711547852
7208188919282732289,joy,0.790648877620697
7210391508132973826,joy,0.9943346977233887
7210392113282813185,joy,0.5034953951835632
7210392213061111042,joy,0.988593578338623
7210392666918489346,sadness,0.9968504309654236
7210392749869108482,joy,0.9880470037460327
7210393672888651010,joy,0.9944180250167847
7210393704878591233,joy,0.9971554279327393
7210393884797472001,anger,0.4372313916683197
7210393894477942017,anger,0.8254105448722839
7210421145839865089,anger,0.538748025894165
7291305409409731847,joy,0.9898352026939392
7304128036763454738,anger,0.9581674933433533
7304439956091555079,anger,0.9647219777107239
7305182109621095688,fear,0.7045538425445557
7305597242143001864,joy,0.9986017346382141
7306031582031203591,joy,0.9913783073425293
7306307776857263367,anger,0.713493824005127
7309435811395603719,anger,0.2915484607219696
7316794491564723474,joy,0.9909612536430359
7317200881672310024,joy,0.9074983596801758
7318551264571165970,joy,0.9328204393386841
7319648061645393160,joy,0.9621109962463379
7328310726412602626,joy,0.8879739046096802
7328311254072757505,anger,0.8851873278617859
7328316502317321474,joy,0.9264217615127563
7329708586005794055,joy,0.9904845952987671
7330048203062103303,surprise,0.8424870371818542
7330154904553590023,joy,0.9961887001991272
7330896197084777736,joy,0.8824878931045532
7331258705482239240,joy,0.9979494214057922
7338441045715258642,joy,0.9972063899040222
7339800242264558855,joy,0.9883508682250977
7341300763496385799,joy,0.9983004927635193
7365734322214620423,love,0.9841593503952026
7366618007398911250,joy,0.9620288610458374
7366872740998958343,joy,0.9315521717071533
7367152803703229714,joy,0.956518828868866
7367963716974841106,joy,0.9910309314727783
7368031574178286855,joy,0.8439580798149109
7368326816966167815,joy,0.6001436710357666
7368705355599072530,joy,0.9867885112762451
7369081164159569170,joy,0.9919712543487549
7369449621417970951,anger,0.6480485200881958
7369812551099632904,joy,0.9990168809890747
7370273216553700626,joy,0.8796731233596802
7371032204476042503,joy,0.9943090677261353
7371301475047329032,joy,0.961928129196167
7371653025846349074,joy,0.9777807593345642
7372098649326636306,joy,0.9737399220466614
7372413130183314696,joy,0.9980721473693848
7372466027113794823,joy,0.997599184513092
7372726354099309832,anger,0.5176287889480591
7373139888423587090,fear,0.7752196788787842
7373529463235022087,joy,0.44174566864967346
7373907392284642567,joy,0.8360300660133362
7374272951681600786,anger,0.2915484607219696
7374598412810915079,joy,0.9982002973556519
7375013583639366920,joy,0.9879018068313599
7375326301042904338,joy,0.9988585710525513
7375761669374397703,joy,0.9599329233169556
7376128672220155154,joy,0.9662962555885315
7376501331453906194,joy,0.9410757422447205
7376798205268200722,joy,0.9958578944206238
7377292918182137096,joy,0.9955732822418213
7377614223679048978,joy,0.9806625247001648
7378745248480070920,joy,0.8316867351531982
7379098424739777800,anger,0.2915484607219696
7379462164207127826,joy,0.9365938305854797
7379815073314819335,anger,0.6047672033309937
7379948911575715079,joy,0.9532775282859802
7380204057333402898,joy,0.9149854779243469
7380646123830136082,joy,0.9920405745506287
7381102153315749138,joy,0.9802671670913696
7381291984780152082,joy,0.9767441749572754
7381755979660119314,joy,0.7790511250495911
7382063529609792776,joy,0.9789180159568787
7382769408814353671,anger,0.5686886310577393
7383158745724964114,anger,0.8173443675041199
7383502975563468039,surprise,0.8730977773666382
7383930303481384210,joy,0.9800199270248413
7384124178527522055,joy,0.9817745685577393
7385067410295901458,anger,0.2915484607219696
7386890517058981138,love,0.8221452832221985
7386983965166456071,joy,0.7789989113807678
7387745924467920135,joy,0.9464676380157471
7387936571661618439,joy,0.9440992474555969
7388513340202667272,joy,0.9987218976020813
7389307364605709576,joy,0.9758131504058838
7391042367375019271,joy,0.9963822364807129
7391296268007509255,love,0.9931393265724182
7392030016244075783,love,0.8398969173431396
7393640004238511378,anger,0.7000745534896851
7395241151915199751,anger,0.4259589910507202
7395951013913496850,joy,0.9713942408561707
7396299894266367239,anger,0.2915484607219696
7396690112400149778,love,0.709669291973114
7398097291506126085,joy,0.9973223805427551
7398162489315265810,joy,0.9009621143341064
7398769787419020562,anger,0.34238824248313904
7398812045971377415,joy,0.6860295534133911
7399087623559548168,joy,0.5585554242134094
7399507923925306642,anger,0.2915484607219696
7399627436884839687,joy,0.9884212017059326
7400023355547602184,anger,0.9458214640617371
7400240222455287047,joy,0.9931422472000122
7400622969820613896,anger,0.38940733671188354
7400934066125573383,joy,0.5111968517303467
7401319797587266824,anger,0.42147892713546753
7401433371362037000,joy,0.9348517656326294
7401501128027901191,joy,0.9973978996276855
7401745230317309192,anger,0.42147892713546753
7402088787507023122,love,0.7684773206710815
7402279115220421896,joy,0.6891445517539978
7402564216185539848,joy,0.9928014278411865
7402839306651421960,joy,0.75210040807724
7403216278124530952,joy,0.9839525818824768
7403347322647612690,anger,0.964545488357544
7403586584643144967,anger,0.687313973903656
7403695675776716039,joy,0.9985296726226807
7403764320053644552,anger,0.2915484607219696
7403972690916281608,joy,0.7113946080207825
7404051745141296391,joy,0.9984191656112671
7404312649925676295,joy,0.5169457197189331
7405055123606621448,joy,0.925369918346405
7405438199742369032,love,0.695571780204773
7406189719991700754,sadness,0.7469136118888855
7406275791937359112,joy,0.8362317681312561
7406509022888611090,joy,0.939455509185791
7406644912306916616,joy,0.9859188795089722
7406953323326213383,anger,0.42921534180641174
7407012207810088210,sadness,0.3234988749027252
7407276366904708359,joy,0.9944010376930237
7407670424164764936,love,0.9514331221580505
7407970333111717127,joy,0.9033386707305908
7408240412097400072,anger,0.2915484607219696
7408412265449278738,joy,0.4772409200668335
7408890250082258194,joy,0.9791521430015564
7409628437041696018,joy,0.9950065612792969
7410413132083907848,joy,0.4722052812576294
7410635678590979336,joy,0.9970442652702332
7410719862370143495,joy,0.9976886510848999
7410993554216013072,joy,0.9938833713531494
7411008335723498770,anger,0.2915484607219696
7412583089446063367,joy,0.9570236206054688
7413040734716185874,love,0.9930142760276794
7414733173981990151,anger,0.6870571374893188
7414851308856823058,joy,0.99762362241745
7416760497334193415,joy,0.9721601009368896
7416936029925510408,joy,0.9602279663085938
7417839298042416391,love,0.9193996787071228
7419510622007594248,joy,0.964557945728302
7421396123920747783,joy,0.9947386384010315
7421563220856556807,love,0.9477130174636841
7421766132505382152,anger,0.717122495174408
7423053075172183304,fear,0.8026022911071777
7423256449079430418,joy,0.9959499835968018
7424172266843393298,love,0.9873921275138855
7426947528546880776,joy,0.9909838438034058
7427343122675338514,joy,0.9952326416969299
7428631517120826642,joy,0.9923456311225891
7428999461143055623,love,0.546582818031311
7429863012418473234,joy,0.9987565279006958
7430063487776328978,joy,0.9932519793510437
7431768009942830343,joy,0.9974945783615112
7433412832722504978,joy,0.5122551321983337
7433594967630581010,joy,0.9941229224205017
7433713560892476680,love,0.779396653175354
7433723377740696850,anger,0.2915484607219696
7434531791576354056,joy,0.9629144072532654
7436036323506507016,sadness,0.7718059420585632
7437155810477706514,anger,0.5057738423347473
7437528032539151634,joy,0.9950148463249207
7437740617263861010,anger,0.770988404750824
7438934073625578759,joy,0.996192455291748
7439303737031838994,joy,0.9950088262557983
7439341604202220818,joy,0.998207688331604
7439506369792707847,joy,0.9976398944854736
7439676500418366728,joy,0.7894120812416077
7440414553017421074,joy,0.8906606435775757
7441014358005632263,joy,0.9804091453552246
7441057810583948551,joy,0.8566086292266846
7441251751400852754,love,0.9470478296279907
7442541499218234632,anger,0.2915484607219696
7442720575501520136,love,0.6747249364852905
7442934306453949704,joy,0.9719798564910889
7444859378936696071,joy,0.9838367104530334
7445230346196634887,anger,0.2915484607219696
7445265525883637010,joy,0.9968017339706421
7445331228586298642,anger,0.2915484607219696
7446350667989519634,joy,0.9949589967727661
7447095066537069842,joy,0.94364333152771
7447848381948448018,joy,0.9712546467781067
7448811316812188946,anger,0.7214705944061279
7448935053595364615,joy,0.9473298788070679
7449670959335755016,joy,0.9977808594703674
7452666442677292296,love,0.9954612851142883
7454213239782640903,joy,0.9989686012268066
7456648796458470664,love,0.9884499311447144
7456839374349683986,anger,0.5273493528366089
7457044558090669330,joy,0.7155895233154297
7457763767019949330,joy,0.9565417170524597
7459394196860931336,sadness,0.7032659649848938
7459744708026322184,joy,0.7777674198150635
7460087956921961746,joy,0.9978972673416138
7460172445622783250,joy,0.9965066313743591
7468916670417882386,joy,0.623537003993988
7470011651572485383,joy,0.9922263622283936
7470384015841742098,joy,0.9942750334739685
7472242250739715336,love,0.8730828762054443
7472257694632660242,joy,0.5351938605308533
7472790492942454023,anger,0.585022509098053
7473534932359466248,anger,0.2915484607219696
7473884679008144658,anger,0.6832922697067261
